title,duration,rating,voters,genre
199. Waltz,N/A,9.4,8,Horror
200. Haunt Season,1h 21m,4.9,969,Horror
201. Frankie Freako,1h 25m,5.5,1.5K,Horror
202. Its Name Was Mormo,1h 33m,3.7,202,Horror
203. DarkGame,1h 40m,4.6,3K,Horror
204. Thayyal Machine,1h 31m,9.4,1K,Horror
205. Hell Hole,1h 32m,4.5,1.4K,Horror
206. Little Bites,1h 45m,4.7,1.4K,Horror
207. Bleeding,1h 37m,4.2,401,Horror
208. Operation Blood Hunt,1h 33m,3.4,548,Horror
209. Malice,1h 34m,2.8,49,Horror
210. The Train of Death,1h 43m,4.7,753,Horror
211. Seeds,1h 22m,5.0,259,Horror
212. 404 Run Run,1h 44m,5.7,537,Horror
213. Room Service,47m,3.9,339,Horror
214. The Monster Beneath Us,1h 43m,5.0,511,Horror
215. Turno Nocturno,1h 47m,5.2,769,Horror
216. Kabir Azabi: Insi ve Cinni,1h 25m,3.7,29,Horror
217. Rippy,1h 23m,4.1,1K,Horror
218. Strange Frequencies: Taiwan Killer Hospital,1h 31m,7.2,76,Horror
219. #AMFAD: All My Friends Are Dead,1h 31m,4.5,1.3K,Horror
220. Operation Undead,1h 50m,4.7,490,Horror
221. Destroy All Neighbors,1h 25m,5.3,2.1K,Horror
222. Krazy House,1h 29m,4.8,1.6K,Horror
223. Demonte Colony 2,2h 24m,6.5,4.7K,Horror
224. Riders,1h 45m,6.3,554,Horror
225. Skeletons in the Closet,1h 32m,3.0,580,Horror
226. The Devil's Disciples,1h 22m,8.0,51,Horror
227. Do You See What I See,1h 49m,5.4,724,Horror
228. Horror in the High Desert 3: Firewatch,1h 28m,5.4,799,Horror
229. The Banished,1h 37m,5.0,58,Horror
230. The Hunted,1h 34m,5.1,448,Horror
231. Invited,1h 11m,5.2,263,Horror
232. Don't Open the Door,1h 27m,6.6,8.4K,Horror
233. Desert Fiends,1h 46m,4.5,976,Horror
234. The Ghost,1h 32m,6.3,133,Horror
235. The Waves of Madness,1h 8m,5.2,131,Horror
236. Pechi,1h 50m,5.5,1.6K,Horror
237. The Blackwell Ghost 8,1h 9m,6.1,433,Horror
238. The McKinney Family Home Videos,1h 8m,4.9,43,Horror
239. Scared to Death,1h 38m,6.6,34,Horror
240. Halloween: Season of the Boogeyman,N/A,8.0,29,Horror
241. Angels Fallen: Warriors of Peace,1h 43m,4.8,6.5K,Horror
242. You Can't Run Forever,1h 42m,4.5,4.5K,Horror
243. Murder Mubarak,2h 20m,5.8,51K,Horror
244. The Moogai,1h 26m,5.4,504,Horror
245. Karkhanu,N/A,9.1,69,Horror
246. All Hallows' Eve: Inferno,1h 14m,4.3,143,Horror
247. Sana: Let Me Hear,2h 5m,5.6,89,Horror
248. Akkada Varu Ikkada Unnaru,1h 43m,9.1,1K,Horror
249. El instinto,1h 32m,6.6,126,Horror
250. Thine Ears Shall Bleed,1h 42m,6.2,1.2K,Horror
251. The Curse of the Necklace,1h 39m,4.5,1.5K,Horror
252. Asgaar,2h 18m,9.2,43,Horror
253. Succubus,1h 36m,3.5,919,Horror
254. Killer Body Count,1h 49m,4.7,704,Horror
255. Anaconda,1h 24m,4.9,701,Horror
256. Tantra,2h 16m,4.9,2.4K,Horror
257. Latency,1h 34m,4.2,3K,Horror
258. The Haunted Apartment: Miss K,1h 43m,5.6,551,Horror
259. Do Not Enter,1h 25m,5.3,707,Horror
